Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000295264	Sousa chinensis	103600	8382		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Delphinidae	Sousa	Sousa chinensis
UP000314294	Liparis tanakae	230148	68164		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	Liparis tanakae
UP000324091	Takifugu flavidus	433684	29076		Unknown	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	Takifugu flavidus
UP000631465	Cervus hanglu yarkandensis	84702	713		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus	Cervus hanglu
UP000694863	Echinops telfairi	9371	31963		Unknown	Metazoa	Chordata	Mammalia		Tenrecidae	Echinops	Echinops telfairi
UP000727407	Clarias magur	1594786	23376		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Clariidae	Clarias	Clarias magur
UP000793456	Larimichthys crocea	215358	22145		Unknown	Metazoa	Chordata	Actinopteri		Sciaenidae	Larimichthys	Larimichthys crocea
UP000805704	Nibea albiflora	240163	15319		Unknown	Metazoa	Chordata	Actinopteri		Sciaenidae	Nibea	Nibea albiflora
UP000809102	Ovis aries	9940	722		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis aries
UP000827872	Sphaerodactylus townsendi	933632	28225		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Sphaerodactylidae	Sphaerodactylus	Sphaerodactylus townsendi
UP000829447	Pangasianodon gigas	30993	21988		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Pangasiidae	Pangasianodon	Pangasianodon gigas
UP000830375	Labeo rohita	84645	25337		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Labeo	Labeo rohita
UP000830395	Pangasius djambal	1691987	22046		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Pangasiidae	Pangasius	Pangasius djambal
UP000831701	Scortum barcoo	214431	26905		Unknown	Metazoa	Chordata	Actinopteri	Centrarchiformes	Terapontidae	Scortum	Scortum barcoo
UP001057279	Ovis ammon polii x Ovis aries	2918886	20734		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis ammon polii x Ovis aries
UP001057452	Chaenocephalus aceratus	36190	28945		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Channichthyidae	Chaenocephalus	Chaenocephalus aceratus
UP001066276	Pleurodeles waltl	8319	137737		Unknown	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	Pleurodeles waltl
UP001148018	Muraenolepis orangiensis	630683	33976		Unknown	Metazoa	Chordata	Actinopteri	Gadiformes	Muraenolepididae	Muraenolepis	Muraenolepis orangiensis
UP001153269	Pleuronectes platessa	8262	47956		Unknown	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronectes	Pleuronectes platessa
UP001157502	Dallia pectoralis	75939	32950		Unknown	Metazoa	Chordata	Actinopteri	Esociformes	Umbridae	Dallia	Dallia pectoralis
UP001158576	Oikopleura dioica	34765	18603		Unknown	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura dioica
UP001162483	Staurois parvus	386267	91370		Unknown	Metazoa	Chordata	Amphibia	Anura	Ranidae	Staurois	Staurois parvus
UP001165941	Pontoporia blainvillei	48723	4277		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Pontoporiidae	Pontoporia	Pontoporia blainvillei
UP001166052	Polypterus senegalus	55291	5765		Unknown	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus senegalus
UP001174136	Merluccius polli	89951	25543		Unknown	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius polli
UP001176940	Ranitomeya imitator	111125	25526		Unknown	Metazoa	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	Ranitomeya imitator
UP001219934	Pogonophryne albipinna	1090488	30547		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Artedidraconidae	Pogonophryne	Pogonophryne albipinna
UP001228049	Dissostichus eleginoides	100907	31920		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Dissostichus	Dissostichus eleginoides
UP001266305	Saguinus oedipus	9490	40187		Unknown	Metazoa	Chordata	Mammalia	Primates	Cebidae	Saguinus	Saguinus oedipus
UP001279410	Lates japonicus	270547	29183		Unknown	Metazoa	Chordata	Actinopteri		Centropomidae	Lates	Lates japonicus
UP001333110	Mycteria americana	33587	27343		Unknown	Metazoa	Chordata	Aves	Ciconiiformes	Ciconiidae	Mycteria	Mycteria americana
UP001345963	Ataeniobius toweri	208326	31592		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Ataeniobius	Ataeniobius toweri
UP001352852	Characodon lateralis	208331	32603		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Characodon	Characodon lateralis
UP001434883	Xenoophorus captivus	1517983	29565		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Xenoophorus	Xenoophorus captivus
UP001444071	Xenotaenia resolanae	208358	20666		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Xenotaenia	Xenotaenia resolanae
UP001469553	Ameca splendens	208324	38588		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Ameca	Ameca splendens
UP001476798	Goodea atripinnis	208336	33005		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Goodea	Goodea atripinnis
UP001482620	Ilyodon furcidens	33524	37929		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Ilyodon	Ilyodon furcidens
UP001529510	Cirrhinus mrigala	683832	57290		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cirrhinus	Cirrhinus mrigala
UP001558613	Cirrhinus molitorella	172907	36179		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cirrhinus	Cirrhinus molitorella
UP001610411	Daubentonia madagascariensis	31869	22162		Unknown	Metazoa	Chordata	Mammalia	Primates	Daubentoniidae	Daubentonia	Daubentonia madagascariensis
UP001623348	Grus japonensis	30415	34534		Unknown	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus	Grus japonensis
UP001623349	Apodemus speciosus	105296	18652		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Apodemus	Apodemus speciosus
UP001642483	Clavelina lepadiformis	159417	25263		Unknown	Metazoa	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	Clavelina	Clavelina lepadiformis
UP001732720	Castor canadensis	51338	61474		Close to standard (high value)	Metazoa	Chordata	Mammalia	Rodentia	Castoridae	Castor	Castor canadensis
