Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000632886	Centropus bengalensis	1463675	13146		Unknown	Metazoa	Chordata	Aves	Cuculiformes	Centropidae	Centropus	Centropus bengalensis
UP000633448	Pitta sordida	9163	13848		Unknown	Metazoa	Chordata	Aves	Passeriformes	Pittidae	Pitta	Pitta sordida
UP000634236	Vidua chalybeata	81927	14570		Unknown	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Vidua	Vidua chalybeata
UP000637704	Eolophus roseicapilla	176039	13310		Unknown	Metazoa	Chordata	Aves	Psittaciformes	Cacatuidae	Eolophus	Eolophus roseicapilla
UP000640762	Grus americana	9117	13771		Unknown	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus	Grus americana
UP000640999	Chloropsis hardwickii	667144	13502		Unknown	Metazoa	Chordata	Aves	Passeriformes	Irenidae	Chloropsis	Chloropsis hardwickii
UP000642973	Calyptomena viridis	135972	13204		Unknown	Metazoa	Chordata	Aves	Passeriformes	Eurylaimidae	Calyptomena	Calyptomena viridis
UP000645828	Nyctereutes procyonoides	34880	26676		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Nyctereutes	Nyctereutes procyonoides
UP000648918	Halcyon senegalensis	342381	14252		Unknown	Metazoa	Chordata	Aves	Coraciiformes	Alcedinidae	Halcyon	Halcyon senegalensis
UP000653271	Piaya cayana	33601	13976		Unknown	Metazoa	Chordata	Aves	Cuculiformes	Coccyzidae	Piaya	Piaya cayana
UP000653383	Nicator chloris	237433	13575		Unknown	Metazoa	Chordata	Aves	Passeriformes	Pycnonotidae	Nicator	Nicator chloris
UP000654395	Urocolius indicus	458196	14054		Unknown	Metazoa	Chordata	Aves	Coliiformes	Coliidae	Urocolius	Urocolius indicus
UP000656497	Vidua macroura	187451	13045		Unknown	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Vidua	Vidua macroura
UP000657035	Anhinga anhinga	56067	13584		Unknown	Metazoa	Chordata	Aves	Suliformes	Anhingidae	Anhinga	Anhinga anhinga
UP000658642	Atrichornis clamosus	449594	14584		Unknown	Metazoa	Chordata	Aves	Passeriformes	Menuridae	Atrichornis	Atrichornis clamosus
UP000659062	Copsychus sechellarum	797021	14377		Unknown	Metazoa	Chordata	Aves	Passeriformes	Muscicapidae	Copsychus	Copsychus sechellarum
UP000660247	Todus mexicanus	135184	10042		Unknown	Metazoa	Chordata	Aves	Coraciiformes	Todidae	Todus	Todus mexicanus
UP000660704	Donacobius atricapilla	237420	13711		Unknown	Metazoa	Chordata	Aves	Passeriformes	Mimidae	Donacobius	Donacobius atricapilla
UP000661971	Nothocercus nigrocapillus	1977171	13104		Unknown	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Nothocercus	Nothocercus nigrocapillus
UP000677803	Menidia menidia	238744	21059		Unknown	Metazoa	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	Menidia	Menidia menidia
UP000681084	Bothrops jararaca	8724	84		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	Bothrops	Bothrops jararaca
UP000693946	Solea senegalensis	28829	44389		Unknown	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Soleidae	Solea	Solea senegalensis
UP000694380	Chrysemys picta bellii	8478	37046		Unknown	Metazoa	Chordata		Testudines	Emydidae	Chrysemys	Chrysemys picta
UP000694382	Geospiza parvula	87175	24736		Unknown	Metazoa	Chordata	Aves	Passeriformes	Thraupidae	Camarhynchus	Geospiza parvula
UP000694383	Oryzias sinensis	183150	51767		Unknown	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	Oryzias sinensis
UP000694387	Equus asinus	9793	48973		Unknown	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus asinus
UP000694388	Eptatretus burgeri	7764	25419		Unknown	Metazoa	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus	Eptatretus burgeri
UP000694389	Dicentrarchus labrax	13489	66288		Unknown	Metazoa	Chordata	Actinopteri		Moronidae	Dicentrarchus	Dicentrarchus labrax
UP000694392	Sphenodon punctatus	8508	24853		Unknown	Metazoa	Chordata	Lepidosauria	Sphenodontia	Sphenodontidae	Sphenodon	Sphenodon punctatus
UP000694393	Pelusios castaneus	367368	26820		Unknown	Metazoa	Chordata		Testudines	Pelomedusidae	Pelusios	Pelusios castaneus
UP000694395	Oncorhynchus mykiss	8022	119611		Unknown	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss
UP000694396	Cyanoderma ruficeps	181631	21562		Unknown	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Cyanoderma	Cyanoderma ruficeps
UP000694397	Scleropages formosus	113540	68105		Unknown	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Scleropages	Scleropages formosus
UP000694401	Zosterops lateralis melanops	1220523	21599		Unknown	Metazoa	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops lateralis
UP000694402	Oncorhynchus tshawytscha	74940	121708		Unknown	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha
UP000694403	Chelydra serpentina	8475	28613		Unknown	Metazoa	Chordata		Testudines	Chelydridae	Chelydra	Chelydra serpentina
UP000694404	Chelonoidis abingdonii	106734	31592		Unknown	Metazoa	Chordata		Testudines	Testudinidae	Chelonoidis	Chelonoidis abingdonii
UP000694405	Melopsittacus undulatus	13146	25030		Unknown	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	Melopsittacus	Melopsittacus undulatus
UP000694406	Laticauda laticaudata	8630	25227		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Laticauda	Laticauda laticaudata
UP000694408	Junco hyemalis	40217	22411		Unknown	Metazoa	Chordata	Aves	Passeriformes	Passerellidae	Junco	Junco hyemalis
UP000694410	Cyanistes caeruleus	156563	27051		Unknown	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus
UP000694411	Theropithecus gelada	9565	35917		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus	Theropithecus gelada
UP000694413	Zonotrichia albicollis	44394	23103		Unknown	Metazoa	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia albicollis
UP000694415	Mus spicilegus	10103	35596		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus spicilegus
UP000694416	Piliocolobus tephrosceles	591936	39892		Unknown	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Piliocolobus	Piliocolobus tephrosceles
UP000694419	Calidris pygmaea	425635	26111		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pygmaea
UP000694420	Nothoprocta perdicaria	30464	21914		Unknown	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta	Nothoprocta perdicaria
UP000694421	Salvator merianae	96440	29536		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Teiidae	Salvator	Salvator merianae
UP000694422	Spermophilus dauricus	99837	27244		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus	Spermophilus dauricus
UP000694423	Dromaius novaehollandiae	8790	26023		Unknown	Metazoa	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius	Dromaius novaehollandiae
UP000694424	Apteryx owenii	8824	27523		Unknown	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx owenii
UP000694427	Cyprinus carpio	7962	121350		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio
UP000694428	Pavo cristatus	9049	25675		Unknown	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Pavo	Pavo cristatus
UP000694520	Bos mutus grunniens	30521	39898		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus grunniens
UP000694521	Anser cygnoides	8845	26655		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser	Anser cygnoides
UP000694522	Amazona collaria	241587	25605		Unknown	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Amazona	Amazona collaria
UP000694523	Neogobius melanostomus	47308	44788		Unknown	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Neogobius	Neogobius melanostomus
UP000694541	Accipiter nisus	211598	26996		Unknown	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter nisus
UP000694543	Chrysolophus pictus	9089	18740		Unknown	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus	Chrysolophus pictus
UP000694545	Varanus komodoensis	61221	29080		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Varanidae	Varanus	Varanus komodoensis
UP000694546	Gadus morhua	8049	61795		Unknown	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus morhua
UP000694548	Nothobranchius furzeri	105023	54480		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius	Nothobranchius furzeri
UP000694549	Anas zonorhyncha	75864	28886		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas zonorhyncha
UP000694551	Strix occidentalis caurina	311401	23547		Unknown	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix occidentalis
UP000694552	Otus sunia	257818	24027		Unknown	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Otus	Otus sunia
UP000694553	Corvus moneduloides	1196302	28261		Unknown	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus moneduloides
UP000694555	Buteo japonicus	224669	25714		Unknown	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo japonicus
UP000694556	Cairina moschata	8855	28574		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Cairina	Cairina moschata
UP000694557	Oncorhynchus kisutch	8019	115433		Unknown	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch
UP000694559	Naja naja	35670	29718		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Naja	Naja naja
UP000694560	Malurus cyaneus samueli	2593467	23024		Unknown	Metazoa	Chordata	Aves	Passeriformes	Maluridae	Malurus	Malurus cyaneus
UP000694562	Falco tinnunculus	100819	25297		Unknown	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco tinnunculus
UP000694563	Catharus ustulatus	91951	28921		Unknown	Metazoa	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus ustulatus
UP000694565	Cyclopterus lumpus	8103	50861		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Cyclopteridae	Cyclopterus	Cyclopterus lumpus
UP000694567	Bubo bubo	30461	25032		Unknown	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Bubo	Bubo bubo
UP000694568	Sander lucioperca	283035	61000		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Sander	Sander lucioperca
UP000694569	Leptobrachium leishanense	445787	48917		Unknown	Metazoa	Chordata	Amphibia	Anura	Megophryidae	Leptobrachium	Leptobrachium leishanense
UP000694580	Denticeps clupeoides	299321	61792		Unknown	Metazoa	Chordata	Actinopteri	Clupeiformes	Denticipitidae	Denticeps	Denticeps clupeoides
UP000694620	Erpetoichthys calabaricus	27687	33804		Unknown	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus
UP000694680	Gouania willdenowi	441366	56004		Unknown	Metazoa	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gouania	Gouania willdenowi
UP000694850	Orycteropus afer afer	1230840	18927		Unknown	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer
UP000694851	Hipposideros armiger	186990	36412		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros armiger
UP000694856	Camelus ferus	419612	43046		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	Camelus ferus
UP000694857	Balaenoptera musculus	9771	42275		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera musculus
UP000694871	Gekko japonicus	146911	22751		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Gekkonidae	Gekko	Gekko japonicus
UP000694891	Stegastes partitus	144197	28786		Unknown	Metazoa	Chordata	Actinopteri		Pomacentridae	Stegastes	Stegastes partitus
UP000694906	Heterocephalus glaber	10181	48019		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber
UP000694910	Ceratotherium simum simum	73337	30463		Unknown	Metazoa	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Ceratotherium	Ceratotherium simum
UP000694915	Microtus ochrogaster	79684	32284		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus ochrogaster
UP000694923	Galeopterus variegatus	482537	29842		Unknown	Metazoa	Chordata	Mammalia	Dermoptera	Cynocephalidae	Galeopterus	Galeopterus variegatus
UP000695023	Pundamilia nyererei	303518	33590		Unknown	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Pundamilia	Pundamilia nyererei
UP000695026	Python bivittatus	176946	27875		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Pythonidae	Python	Python bivittatus
UP000700334	Galemys pyrenaicus	202257	20755		Unknown	Metazoa	Chordata	Mammalia	Eulipotyphla	Talpidae	Galemys	Galemys pyrenaicus
UP000716595	Eudyptes chrysocome	79626	12771		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptes	Eudyptes chrysocome
UP000725257	Eudyptes sclateri	92688	12730		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptes	Eudyptes sclateri
UP000736164	Atractosteus spatula	7917	14758		Unknown	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Atractosteus	Atractosteus spatula
UP000751161	Aptenodytes patagonicus	9234	13684		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	Aptenodytes patagonicus
UP000765507	Chelydra serpentina	8475	20878		Unknown	Metazoa	Chordata		Testudines	Chelydridae	Chelydra	Chelydra serpentina
UP000770717	Eleutherodactylus coqui	57060	32432		Unknown	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus coqui
UP000782854	Eudyptula minor	37083	14871		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptula	Eudyptula minor
UP000785099	Spheniscus mendiculus	156760	14344		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus mendiculus
UP000796761	Zosterops borbonicus	364589	22327		Unknown	Metazoa	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Zosterops borbonicus
UP000799811	Eudyptes filholi	1419345	12878		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptes	Eudyptes filholi
UP000808372	Salvelinus namaycush	8040	52131		Unknown	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus	Salvelinus namaycush
UP000812440	Hymenochirus boettgeri	247094	25860		Unknown	Metazoa	Chordata	Amphibia	Anura	Pipidae	Hymenochirus	Hymenochirus boettgeri
UP000823561	Alosa alosa	278164	26341		Unknown	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Alosa	Alosa alosa
UP000823872	Felis catus	9685	58821		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Felis	Felis catus
UP000824219	Hemibagrus wyckioides	337641	22691		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	Hemibagrus wyckioides
UP000824540	Albula glossodonta	121402	27914		Unknown	Metazoa	Chordata	Actinopteri	Albuliformes	Albulidae	Albula	Albula glossodonta
UP000824782	Engystomops pustulosus	76066	55186		Unknown	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	Engystomops	Engystomops pustulosus
UP000826234	Phrynosoma platyrhinos	52577	16743		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Phrynosomatidae	Phrynosoma	Phrynosoma platyrhinos
UP000827986	Mauremys mutica	74926	23328		Unknown	Metazoa	Chordata		Testudines	Geoemydidae	Mauremys	Mauremys mutica
UP000829720	Albula goreensis	1534307	23548		Unknown	Metazoa	Chordata	Actinopteri	Albuliformes	Albulidae	Albula	Albula goreensis
UP000838412	Branchiostoma lanceolatum	7740	38783		Unknown	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma lanceolatum
UP000886611	Polypterus senegalus	55291	16186		Unknown	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus senegalus
UP000886700	Mesocricetus auratus	10036	43291		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Mesocricetus	Mesocricetus auratus
UP001046870	Megalops atlanticus	7932	23830		Unknown	Metazoa	Chordata	Actinopteri	Elopiformes	Megalopidae	Megalops	Megalops atlanticus
UP001059041	Triplophysa rosa	992332	25644		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Triplophysa	Triplophysa rosa
UP001108240	Cyprinus carpio carpio	630221	140941		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio
UP001108280	Cricetulus griseus	10029	38996		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Cricetulus	Cricetulus griseus
UP001142489	Phrynocephalus forsythii	171643	20168		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	Phrynocephalus	Phrynocephalus forsythii
UP001145742	Willisornis vidua	1566151	16481		Unknown	Metazoa	Chordata	Aves	Passeriformes	Thamnophilidae	Willisornis	Willisornis vidua
UP001152622	Synaphobranchus kaupii	118154	42723		Unknown	Metazoa	Chordata	Actinopteri	Anguilliformes	Synaphobranchidae	Synaphobranchus	Synaphobranchus kaupii
UP001152803	Conger conger	82655	23596		Unknown	Metazoa	Chordata	Actinopteri	Anguilliformes	Congridae	Conger	Conger conger
UP001152836	Phodopus roborovskii	109678	21818		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Phodopus	Phodopus roborovskii
UP001159641	Eschrichtius robustus	9764	22991		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Eschrichtiidae	Eschrichtius	Eschrichtius robustus
UP001165780	Panthera pardus	9691	45252		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera pardus
UP001166093	Polyodon spathula	7913	18302		Unknown	Metazoa	Chordata	Actinopteri	Acipenseriformes	Polyodontidae	Polyodon	Polyodon spathula
UP001166674	Sciurus carolinensis	30640	22862		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Sciurus	Sciurus carolinensis
UP001176941	Rangifer tarandus platyrhynchus	3082113	31565		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Rangifer	Rangifer tarandus
UP001177209	Pygoscelis papua	30457	13880		Unknown	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Pygoscelis	Pygoscelis papua
UP001177744	Cnephaeus nilssonii	3371016	19772		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Cnephaeus	Cnephaeus nilssonii
UP001178461	Podarcis lilfordi	74358	38311		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis lilfordi
UP001178508	Xyrichtys novacula	13765	39134		Unknown	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Xyrichtys	Xyrichtys novacula
UP001181693	Pyxicephalus adspersus	30357	20788		Unknown	Metazoa	Chordata	Amphibia	Anura	Pyxicephalidae	Pyxicephalus	Pyxicephalus adspersus
UP001187315	Tachysurus vachellii	175792	23495		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Tachysurus	Tachysurus vachellii
UP001187343	Cirrhinus molitorella	172907	25689		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cirrhinus	Cirrhinus molitorella
UP001187415	Channa striata	64152	26451		Unknown	Metazoa	Chordata	Actinopteri	Anabantiformes	Channidae	Channa	Channa striata
UP001190640	Eublepharis macularius	481883	29440		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Eublepharidae	Eublepharis	Eublepharis macularius
UP001205998	Silurus asotus	30991	24039		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus asotus
UP001214576	Ovis ammon polii	230172	20730		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis ammon
UP001221898	Aldrovandia affinis	143900	44049		Unknown	Metazoa	Chordata	Actinopteri	Notacanthiformes	Halosauridae	Aldrovandia	Aldrovandia affinis
UP001230051	Acipenser oxyrinchus oxyrinchus	40147	26589		Unknown	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae	Acipenser	Acipenser oxyrinchus
UP001239994	Electrophorus voltai	2609070	23099		Unknown	Metazoa	Chordata	Actinopteri	Gymnotiformes	Gymnotidae	Electrophorus	Electrophorus voltai
UP001274896	Hemibagrus guttatus	175788	35222		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	Hemibagrus guttatus
UP001295444	Pelobates cultripes	61616	49580		Unknown	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	Pelobates	Pelobates cultripes
UP001311232	Crenichthys baileyi	28760	25884		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Crenichthys	Crenichthys baileyi
UP001314229	Scomber scombrus	13677	35480		Unknown	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Scomber	Scomber scombrus
UP001318040	Petromyzon marinus	7757	30524		Unknown	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon marinus
UP001331515	Champsocephalus gunnari	52237	30382		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Channichthyidae	Champsocephalus	Champsocephalus gunnari
UP001335648	Champsocephalus esox	159716	30821		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Channichthyidae	Champsocephalus	Champsocephalus esox
UP001346869	Eleginops maclovinus	56733	27212		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Eleginopidae	Eleginops	Eleginops maclovinus
UP001356427	Coregonus suidteri	861788	39316		Unknown	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus	Coregonus suidteri
UP001364617	Phoxinus phoxinus	58324	29140		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Phoxinus phoxinus
UP001369086	Huso huso	61971	28089		Unknown	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae	Huso	Huso huso
UP001460270	Mugilogobius chulae	88201	34369		Unknown	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Mugilogobius	Mugilogobius chulae
UP001474421	Crotalus adamanteus	8729	21667		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	Crotalus	Crotalus adamanteus
UP001479290	Culter alburnus	194366	29015		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Xenocyprididae	Culter	Culter alburnus
UP001488805	Zoarces viviparus	48416	28155		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Zoarcidae	Zoarces	Zoarces viviparus
UP001488838	Myodes glareolus	447135	26641		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Myodes	Myodes glareolus
UP001497482	Knipowitschia caucasica	637954	48583		Unknown	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Knipowitschia	Knipowitschia caucasica
UP001501920	Pygocentrus nattereri	42514	72717		Unknown	Metazoa	Chordata	Actinopteri	Characiformes	Serrasalmidae	Pygocentrus	Pygocentrus nattereri
UP001501940	Amphiprion ocellaris	80972	69194		Unknown	Metazoa	Chordata	Actinopteri		Pomacentridae	Amphiprion	Amphiprion ocellaris
UP001557470	Umbra pygmaea	75934	24484		Unknown	Metazoa	Chordata	Actinopteri	Esociformes	Umbridae	Umbra	Umbra pygmaea
UP001591681	Coilia grayii	363190	27792		Unknown	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	Coilia	Coilia grayii
UP001619887	Pagothenia borchgrevinki	8213	27042		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Pagothenia	Pagothenia borchgrevinki
UP001652580	Balaenoptera acutorostrata	9767	42918		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera acutorostrata
UP001652581	Vicugna pacos	30538	42368		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Vicugna	Vicugna pacos
UP001652583	Acinonyx jubatus	32536	49691		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx jubatus
UP001652622	Pantherophis guttatus	94885	35276		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Colubridae	Pantherophis	Pantherophis guttatus
UP001652624	Erinaceus europaeus	9365	43155		Unknown	Metazoa	Chordata	Mammalia	Eulipotyphla	Erinaceidae	Erinaceus	Erinaceus europaeus
UP001652627	Apteryx mantelli	2696672	28723		Unknown	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx mantelli
UP001652640	Odocoileus virginianus	9874	43449		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Odocoileus	Odocoileus virginianus
UP001652641	Vulpes vulpes	9627	49968		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes
UP001652642	Pogona vitticeps	103695	37261		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	Pogona	Pogona vitticeps
UP001652662	Equus przewalskii	9798	60946		Unknown	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus przewalskii
UP001652663	Bos indicus	9915	46694		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos indicus
UP001652741	Salmo salar	8030	80782		Unknown	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo salar
UP001732780	Camelus bactrianus	9837	56426		Close to standard (high value)	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	Camelus bactrianus
UP000242450	Cervus elaphus hippelaphus	46360	19232		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus	Cervus elaphus
UP000269221	Hirundo rustica rustica	333673	34534		Unknown	Metazoa	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo	Hirundo rustica
UP000269945	Gulo gulo	48420	19667		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo
UP000281406	Anabarilius grahami	495550	23663		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Xenocyprididae	Anabarilius	Anabarilius grahami
UP000287033	Chiloscyllium punctatum	137246	33497		Unknown	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium punctatum
UP000288216	Scyliorhinus torazame	75743	27602		Unknown	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus torazame
